sale_id,product_look_id,suggested_sale_price,orig_sale_price,base_price,msrp_price,num_units_available,predicted_num_units_sold,expected_revenue,,,Definitions:,,,,,,,,,Goal:,,,,
1124234873,1108336704,549,529,282.75,995,7,1,549,,,,,,,,,,,,,,,,
1124234873,1108336704,556,529,282.75,995,7,1,556,,,,,,,,,,,,,,,,
1124234873,1108336704,563,529,282.75,995,7,1,563,,,,,,,,,,,,,,,,
1124234873,1108336704,570,529,282.75,995,7,1,570,,,,,,,,,,,,,,,,
1124234873,1108336704,577,529,282.75,995,7,1,577,,,,,,,,,,,,,,,,
1124234873,1108336704,585,529,282.75,995,7,1,585,,,,,,,,,,,,,,,,
1124234873,1108336704,592,529,282.75,995,7,1,592,,,,,,,,,,,,,,,,
1124234873,1108336704,599,529,282.75,995,7,1,599,,,,,,,,,,,,,,,,
1124234873,1108336704,606,529,282.75,995,7,1,606,,,,,,,,,,,,,,,,
1124234873,1108336704,613,529,282.75,995,7,1,613,,,,,,,,,,,,,,,,
1124234873,1108336704,621,529,282.75,995,7,1,621,,,,,,,,,,,,,,,,
1124234873,1108336704,628,529,282.75,995,7,1,628,,,,,,,,,,,,,,,,
1124234873,1108336704,635,529,282.75,995,7,1,635,,,,,,,,,,,,,,,,
1124234873,1108336704,642,529,282.75,995,7,1,642,,,,,,,,,,,,,,,,
1124234873,1108336704,649,529,282.75,995,7,1,649,,,,,,,,,,,,,,,,
1124234873,1108336704,656,529,282.75,995,7,1,656,,,,,,,,,,,,,,,,
1124234873,1108336704,664,529,282.75,995,7,1,664,,,,,,,,,,,,,,,,
1124234873,1108336704,671,529,282.75,995,7,1,671,,,,,,,,,,,,,,,,
1124234873,1108336704,678,529,282.75,995,7,1,678,,,,,,,,,,,,,,,,
1124234873,1108336704,685,529,282.75,995,7,1,685,,,,,,,,,,,,,,,,
1124234873,1108336704,692,529,282.75,995,7,1,692,,,,,,,,,,,,,,,,
1124234873,1108336704,700,529,282.75,995,7,1,700,,,,,,,,,,,,,,,,
1124234873,1108336704,707,529,282.75,995,7,1,707,,,,,,,,,,,,,,,,
1124234873,1108336704,714,529,282.75,995,7,1,714,,,,,,,,,,,,,,,,
1124234873,1108336704,721,529,282.75,995,7,1,721,,,,,,,,,,,,,,,,
1124234873,1108336704,728,529,282.75,995,7,1,728,,,,,,,,,,,,,,,,
1124234873,1108336704,736,529,282.75,995,7,1,736,,,,,,,,,,,,,,,,
1124234873,1108336704,743,529,282.75,995,7,1,743,,,,,,,,,,,,,,,,
1124234873,1108336704,750,529,282.75,995,7,1,750,,,,,,,,,,,,,,,,
1124234873,1108336704,757,529,282.75,995,7,1,757,,,,,,,,,,,,,,,,
1124234873,1108336704,764,529,282.75,995,7,1,764,,,,,,,,,,,,,,,,
1124234873,1108336704,772,529,282.75,995,7,1,772,,,,,,,,,,,,,,,,
1124234873,1108336704,779,529,282.75,995,7,1,779,,,,,,,,,,,,,,,,
1124234873,1108336704,786,529,282.75,995,7,2,1572,,,,,,,,,,,,,,,,
1124234873,1108336704,793,529,282.75,995,7,2,1586,,,,,,,,,,,,,,,,
1124234873,1108336704,800,529,282.75,995,7,2,1600,,,,,,,,,,,,,,,,
1124234873,1108336704,808,529,282.75,995,7,2,1616,,,,,,,,,,,,,,,,
1124234873,1108336704,815,529,282.75,995,7,2,1630,,,,,,,,,,,,,,,,
1124234873,1108336704,822,529,282.75,995,7,2,1644,,,,,,,,,,,,,,,,
1124234873,1108336704,829,529,282.75,995,7,2,1658,,,,,,,,,,,,,,,,
1124234873,1108336704,836,529,282.75,995,7,2,1672,,,,,,,,,,,,,,,,
1124234873,1108336704,843,529,282.75,995,7,2,1686,,,,,,,,,,,,,,,,
1124234873,1108336704,851,529,282.75,995,7,2,1702,,,,,,,,,,,,,,,,
1124234873,1108336704,858,529,282.75,995,7,2,1716,,,,,,,,,,,,,,,,
1124234873,1108336704,865,529,282.75,995,7,2,1730,,,,,,,,,,,,,,,,
1124234873,1108336704,872,529,282.75,995,7,2,1744,,,,,,,,,,,,,,,,
1124234873,1108336704,879,529,282.75,995,7,2,1758,,,,,,,,,,,,,,,,
1124234873,1108336704,887,529,282.75,995,7,2,1774,,,,,,,,,,,,,,,,
1124234873,1108336704,894,529,282.75,995,7,2,1788,,,,,,,,,,,,,,,,
1124234873,1108336704,901,529,282.75,995,7,2,1802,,,,,,,,,,,,,,,,
1124234873,1108336704,908,529,282.75,995,7,2,1816,,,,,,,,,,,,,,,,
1124234873,1108336704,915,529,282.75,995,7,2,1830,,,,,,,,,,,,,,,,
1124234873,1108336704,923,529,282.75,995,7,2,1846,,,,,,,,,,,,,,,,
1124234873,1108336704,930,529,282.75,995,7,2,1860,,,,,,,,,,,,,,,,
1124234873,1108336704,937,529,282.75,995,7,2,1874,,,,,,,,,,,,,,,,
1124234873,1108336704,944,529,282.75,995,7,2,1888,,,,,,,,,,,,,,,,
1124234873,1108336704,951,529,282.75,995,7,2,1902,,,,,,,,,,,,,,,,
1124234873,1108336704,959,529,282.75,995,7,2,1918,,,,,,,,,,,,,,,,
1124234873,1108336704,966,529,282.75,995,7,2,1932,,,,,,,,,,,,,,,,
1124234873,1108336704,973,529,282.75,995,7,2,1946,,,,,,,,,,,,,,,,
1124234873,1108336704,980,529,282.75,995,7,2,1960,,,,,,,,,,,,,,,,
1124234873,1108336704,987,529,282.75,995,7,2,1974,,,,,,,,,,,,,,,,
1124234873,1108336704,995,529,282.75,995,7,2,1990,,,,,,,,,,,,,,,,
1124234873,1108336707,283,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,290,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,297,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,304,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,311,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,318,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,326,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,333,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,340,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,347,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,354,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,362,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,369,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,376,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,383,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,390,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,398,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,405,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,412,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,419,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,426,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,434,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,441,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,448,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,455,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,462,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,469,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,477,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,484,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,491,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,498,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,505,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,513,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,520,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,527,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,529,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,534,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,541,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,549,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,556,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,563,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336707,570,529,282.75,995,9,1,570,,,,,,,,,,,,,,,,
1124234873,1108336707,577,529,282.75,995,9,1,577,,,,,,,,,,,,,,,,
1124234873,1108336707,585,529,282.75,995,9,1,585,,,,,,,,,,,,,,,,
1124234873,1108336707,592,529,282.75,995,9,1,592,,,,,,,,,,,,,,,,
1124234873,1108336707,599,529,282.75,995,9,1,599,,,,,,,,,,,,,,,,
1124234873,1108336707,606,529,282.75,995,9,1,606,,,,,,,,,,,,,,,,
1124234873,1108336707,613,529,282.75,995,9,1,613,,,,,,,,,,,,,,,,
1124234873,1108336707,621,529,282.75,995,9,1,621,,,,,,,,,,,,,,,,
1124234873,1108336707,628,529,282.75,995,9,1,628,,,,,,,,,,,,,,,,
1124234873,1108336707,635,529,282.75,995,9,1,635,,,,,,,,,,,,,,,,
1124234873,1108336707,642,529,282.75,995,9,1,642,,,,,,,,,,,,,,,,
1124234873,1108336707,649,529,282.75,995,9,1,649,,,,,,,,,,,,,,,,
1124234873,1108336707,656,529,282.75,995,9,1,656,,,,,,,,,,,,,,,,
1124234873,1108336707,664,529,282.75,995,9,1,664,,,,,,,,,,,,,,,,
1124234873,1108336707,671,529,282.75,995,9,1,671,,,,,,,,,,,,,,,,
1124234873,1108336707,678,529,282.75,995,9,1,678,,,,,,,,,,,,,,,,
1124234873,1108336707,685,529,282.75,995,9,1,685,,,,,,,,,,,,,,,,
1124234873,1108336707,692,529,282.75,995,9,1,692,,,,,,,,,,,,,,,,
1124234873,1108336707,700,529,282.75,995,9,1,700,,,,,,,,,,,,,,,,
1124234873,1108336707,707,529,282.75,995,9,1,707,,,,,,,,,,,,,,,,
1124234873,1108336707,714,529,282.75,995,9,1,714,,,,,,,,,,,,,,,,
1124234873,1108336707,721,529,282.75,995,9,1,721,,,,,,,,,,,,,,,,
1124234873,1108336707,728,529,282.75,995,9,1,728,,,,,,,,,,,,,,,,
1124234873,1108336707,736,529,282.75,995,9,1,736,,,,,,,,,,,,,,,,
1124234873,1108336707,743,529,282.75,995,9,1,743,,,,,,,,,,,,,,,,
1124234873,1108336707,750,529,282.75,995,9,1,750,,,,,,,,,,,,,,,,
1124234873,1108336707,757,529,282.75,995,9,1,757,,,,,,,,,,,,,,,,
1124234873,1108336707,764,529,282.75,995,9,1,764,,,,,,,,,,,,,,,,
1124234873,1108336707,772,529,282.75,995,9,1,772,,,,,,,,,,,,,,,,
1124234873,1108336707,779,529,282.75,995,9,1,779,,,,,,,,,,,,,,,,
1124234873,1108336707,786,529,282.75,995,9,1,786,,,,,,,,,,,,,,,,
1124234873,1108336707,793,529,282.75,995,9,1,793,,,,,,,,,,,,,,,,
1124234873,1108336707,800,529,282.75,995,9,1,800,,,,,,,,,,,,,,,,
1124234873,1108336707,808,529,282.75,995,9,1,808,,,,,,,,,,,,,,,,
1124234873,1108336707,815,529,282.75,995,9,1,815,,,,,,,,,,,,,,,,
1124234873,1108336707,822,529,282.75,995,9,1,822,,,,,,,,,,,,,,,,
1124234873,1108336707,829,529,282.75,995,9,1,829,,,,,,,,,,,,,,,,
1124234873,1108336707,836,529,282.75,995,9,1,836,,,,,,,,,,,,,,,,
1124234873,1108336707,843,529,282.75,995,9,1,843,,,,,,,,,,,,,,,,
1124234873,1108336707,851,529,282.75,995,9,1,851,,,,,,,,,,,,,,,,
1124234873,1108336707,858,529,282.75,995,9,1,858,,,,,,,,,,,,,,,,
1124234873,1108336707,865,529,282.75,995,9,1,865,,,,,,,,,,,,,,,,
1124234873,1108336707,872,529,282.75,995,9,1,872,,,,,,,,,,,,,,,,
1124234873,1108336707,879,529,282.75,995,9,1,879,,,,,,,,,,,,,,,,
1124234873,1108336707,887,529,282.75,995,9,1,887,,,,,,,,,,,,,,,,
1124234873,1108336707,894,529,282.75,995,9,1,894,,,,,,,,,,,,,,,,
1124234873,1108336707,901,529,282.75,995,9,1,901,,,,,,,,,,,,,,,,
1124234873,1108336707,908,529,282.75,995,9,1,908,,,,,,,,,,,,,,,,
1124234873,1108336707,915,529,282.75,995,9,1,915,,,,,,,,,,,,,,,,
1124234873,1108336707,923,529,282.75,995,9,1,923,,,,,,,,,,,,,,,,
1124234873,1108336707,930,529,282.75,995,9,1,930,,,,,,,,,,,,,,,,
1124234873,1108336707,937,529,282.75,995,9,1,937,,,,,,,,,,,,,,,,
1124234873,1108336707,944,529,282.75,995,9,1,944,,,,,,,,,,,,,,,,
1124234873,1108336707,951,529,282.75,995,9,1,951,,,,,,,,,,,,,,,,
1124234873,1108336707,959,529,282.75,995,9,1,959,,,,,,,,,,,,,,,,
1124234873,1108336707,966,529,282.75,995,9,1,966,,,,,,,,,,,,,,,,
1124234873,1108336707,973,529,282.75,995,9,1,973,,,,,,,,,,,,,,,,
1124234873,1108336707,980,529,282.75,995,9,2,1960,,,,,,,,,,,,,,,,
1124234873,1108336707,987,529,282.75,995,9,2,1974,,,,,,,,,,,,,,,,
1124234873,1108336707,995,529,282.75,995,9,2,1990,,,,,,,,,,,,,,,,
1124234873,1108336712,312,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,319,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,327,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,335,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,343,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,351,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,359,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,367,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,375,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,383,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,391,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,399,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,406,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,414,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,422,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,430,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,438,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,446,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,454,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,462,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,470,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,478,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,486,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,493,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,501,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,509,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,517,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,525,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,533,579,312,1095,8,0,0,,,,,,,,,,,,,,,,
1124234873,1108336712,541,579,312,1095,8,1,541,,,,,,,,,,,,,,,,
1124234873,1108336712,549,579,312,1095,8,1,549,,,,,,,,,,,,,,,,
1124234873,1108336712,557,579,312,1095,8,1,557,,,,,,,,,,,,,,,,
1124234873,1108336712,565,579,312,1095,8,1,565,,,,,,,,,,,,,,,,
1124234873,1108336712,573,579,312,1095,8,1,573,,,,,,,,,,,,,,,,
1124234873,1108336712,579,579,312,1095,8,1,579,,,,,,,,,,,,,,,,
1124234873,1108336712,580,579,312,1095,8,1,580,,,,,,,,,,,,,,,,
1124234873,1108336712,588,579,312,1095,8,1,588,,,,,,,,,,,,,,,,
1124234873,1108336712,596,579,312,1095,8,1,596,,,,,,,,,,,,,,,,
1124234873,1108336712,604,579,312,1095,8,1,604,,,,,,,,,,,,,,,,
1124234873,1108336712,612,579,312,1095,8,1,612,,,,,,,,,,,,,,,,
1124234873,1108336712,620,579,312,1095,8,1,620,,,,,,,,,,,,,,,,
1124234873,1108336712,628,579,312,1095,8,1,628,,,,,,,,,,,,,,,,
1124234873,1108336712,636,579,312,1095,8,1,636,,,,,,,,,,,,,,,,
1124234873,1108336712,644,579,312,1095,8,1,644,,,,,,,,,,,,,,,,
1124234873,1108336712,652,579,312,1095,8,1,652,,,,,,,,,,,,,,,,
1124234873,1108336712,660,579,312,1095,8,1,660,,,,,,,,,,,,,,,,
1124234873,1108336712,667,579,312,1095,8,1,667,,,,,,,,,,,,,,,,
1124234873,1108336712,675,579,312,1095,8,1,675,,,,,,,,,,,,,,,,
1124234873,1108336712,683,579,312,1095,8,1,683,,,,,,,,,,,,,,,,
1124234873,1108336712,691,579,312,1095,8,1,691,,,,,,,,,,,,,,,,
1124234873,1108336712,699,579,312,1095,8,1,699,,,,,,,,,,,,,,,,
1124234873,1108336712,707,579,312,1095,8,1,707,,,,,,,,,,,,,,,,
1124234873,1108336712,715,579,312,1095,8,1,715,,,,,,,,,,,,,,,,
1124234873,1108336712,723,579,312,1095,8,1,723,,,,,,,,,,,,,,,,
1124234873,1108336712,731,579,312,1095,8,1,731,,,,,,,,,,,,,,,,
1124234873,1108336712,739,579,312,1095,8,1,739,,,,,,,,,,,,,,,,
1124234873,1108336712,747,579,312,1095,8,1,747,,,,,,,,,,,,,,,,
1124234873,1108336712,754,579,312,1095,8,1,754,,,,,,,,,,,,,,,,
1124234873,1108336712,762,579,312,1095,8,1,762,,,,,,,,,,,,,,,,
1124234873,1108336712,770,579,312,1095,8,1,770,,,,,,,,,,,,,,,,
1124234873,1108336712,778,579,312,1095,8,1,778,,,,,,,,,,,,,,,,
1124234873,1108336712,786,579,312,1095,8,1,786,,,,,,,,,,,,,,,,
1124234873,1108336712,794,579,312,1095,8,1,794,,,,,,,,,,,,,,,,
1124234873,1108336712,802,579,312,1095,8,1,802,,,,,,,,,,,,,,,,
1124234873,1108336712,810,579,312,1095,8,1,810,,,,,,,,,,,,,,,,
1124234873,1108336712,818,579,312,1095,8,1,818,,,,,,,,,,,,,,,,
1124234873,1108336712,826,579,312,1095,8,1,826,,,,,,,,,,,,,,,,
1124234873,1108336712,834,579,312,1095,8,1,834,,,,,,,,,,,,,,,,
1124234873,1108336712,841,579,312,1095,8,1,841,,,,,,,,,,,,,,,,
1124234873,1108336712,849,579,312,1095,8,1,849,,,,,,,,,,,,,,,,
1124234873,1108336712,857,579,312,1095,8,1,857,,,,,,,,,,,,,,,,
1124234873,1108336712,865,579,312,1095,8,1,865,,,,,,,,,,,,,,,,
1124234873,1108336712,873,579,312,1095,8,1,873,,,,,,,,,,,,,,,,
1124234873,1108336712,881,579,312,1095,8,1,881,,,,,,,,,,,,,,,,
1124234873,1108336712,889,579,312,1095,8,1,889,,,,,,,,,,,,,,,,
1124234873,1108336712,897,579,312,1095,8,1,897,,,,,,,,,,,,,,,,
1124234873,1108336712,905,579,312,1095,8,1,905,,,,,,,,,,,,,,,,
1124234873,1108336712,913,579,312,1095,8,1,913,,,,,,,,,,,,,,,,
1124234873,1108336712,921,579,312,1095,8,1,921,,,,,,,,,,,,,,,,
1124234873,1108336712,928,579,312,1095,8,1,928,,,,,,,,,,,,,,,,
1124234873,1108336712,936,579,312,1095,8,1,936,,,,,,,,,,,,,,,,
1124234873,1108336712,944,579,312,1095,8,1,944,,,,,,,,,,,,,,,,
1124234873,1108336712,952,579,312,1095,8,1,952,,,,,,,,,,,,,,,,
1124234873,1108336712,960,579,312,1095,8,1,960,,,,,,,,,,,,,,,,
1124234873,1108336712,968,579,312,1095,8,1,968,,,,,,,,,,,,,,,,
1124234873,1108336712,976,579,312,1095,8,1,976,,,,,,,,,,,,,,,,
1124234873,1108336712,984,579,312,1095,8,1,984,,,,,,,,,,,,,,,,
1124234873,1108336712,992,579,312,1095,8,1,992,,,,,,,,,,,,,,,,
1124234873,1108336712,1000,579,312,1095,8,1,1000,,,,,,,,,,,,,,,,
1124234873,1108336712,1008,579,312,1095,8,1,1008,,,,,,,,,,,,,,,,
1124234873,1108336712,1015,579,312,1095,8,1,1015,,,,,,,,,,,,,,,,
1124234873,1108336712,1023,579,312,1095,8,1,1023,,,,,,,,,,,,,,,,
1124234873,1108336712,1031,579,312,1095,8,1,1031,,,,,,,,,,,,,,,,
1124234873,1108336712,1039,579,312,1095,8,1,1039,,,,,,,,,,,,,,,,
1124234873,1108336712,1047,579,312,1095,8,1,1047,,,,,,,,,,,,,,,,
1124234873,1108336712,1055,579,312,1095,8,1,1055,,,,,,,,,,,,,,,,
1124234873,1108336712,1063,579,312,1095,8,1,1063,,,,,,,,,,,,,,,,
1124234873,1108336712,1071,579,312,1095,8,1,1071,,,,,,,,,,,,,,,,
1124234873,1108336712,1079,579,312,1095,8,1,1079,,,,,,,,,,,,,,,,
1124234873,1108336712,1087,579,312,1095,8,1,1087,,,,,,,,,,,,,,,,
1124234873,1108336712,1095,579,312,1095,8,1,1095,,,,,,,,,,,,,,,,
1124234873,1108336717,283,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336717,290,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336717,297,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336717,304,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336717,311,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336717,318,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336717,326,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336717,333,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336717,340,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336717,347,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336717,354,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336717,362,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336717,369,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336717,376,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336717,383,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336717,390,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336717,398,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336717,405,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336717,412,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336717,419,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336717,426,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336717,434,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
1124234873,1108336717,441,529,282.75,995,9,0,0,,,,,,,,,,,,,,,,
